航空公司,航班号,进机位时间,出机位时间,属性,航班任务,机型,最大旅客数
FX,2712,2016-7-3 1:20:00,2016-7-4 4:10:00,国际,I,76Y,238
LH,2713,2016-7-4 2:45:00,2016-7-4 5:05:00,混合,I,M1F,238
EY,2714,2016-7-4 2:15:00,2016-7-4 5:15:00,国际,I,77F,
O8,2715,2016-7-4 4:50:00,2016-7-4 5:50:00,国际,Y,733,298
AK,2716,2016-7-4 5:05:00,2016-7-4 5:55:00,国际,Y,320,312
PR,2717,2016-7-4 5:00:00,2016-7-4 6:10:00,国际,Y,320,312
AQ,2718,2016-7-4 1:35:00,2016-7-4 6:15:00,国内,Y,738,378
AQ,2719,2016-7-4 0:10:00,2016-7-4 6:15:00,国内,Y,73H,238
CZ,2720,2016-7-4 1:30:00,2016-7-4 6:20:00,国际,I,77F,
ZH,2721,2016-7-4 0:40:00,2016-7-4 6:20:00,国内,Y,738,378
GA,2722,2016-7-4 5:10:00,2016-7-4 6:25:00,国际,Y,738,378
AQ,2723,2016-7-4 1:05:00,2016-7-4 6:25:00,国内,Y,738,378
HU,2724,2016-7-3 20:30:00,2016-7-4 6:25:00,国内,Y,738,378
CZ,2725,2016-7-4 1:30:00,2016-7-4 6:30:00,国际,I,77F,
AQ,2726,2016-7-4 1:05:00,2016-7-4 6:30:00,国内,Y,738,378
MU,2727,2016-7-4 0:10:00,2016-7-4 6:30:00,国内,Y,73G,268
CZ,2728,2016-7-3 21:50:00,2016-7-4 6:30:00,国内,Y,73G,268
UL,2729,2016-7-4 5:00:00,2016-7-4 6:35:00,国际,Y,332,606
EK,2730,2016-7-4 1:00:00,2016-7-4 6:35:00,国际,I,77F,
JD,2731,2016-7-3 23:05:00,2016-7-4 6:35:00,国内,Y,319,252
CZ,2732,2016-7-3 21:35:00,2016-7-4 6:35:00,国内,3,319,252
HO,2733,2016-7-4 0:45:00,2016-7-4 6:40:00,国内,Y,320,312
MU,2734,2016-7-4 0:45:00,2016-7-4 6:40:00,国内,Y,320,312
CZ,2735,2016-7-3 23:55:00,2016-7-4 6:40:00,国内,Y,73G,268
CZ,2736,2016-7-3 22:45:00,2016-7-4 6:40:00,国内,Y,319,252
AQ,2737,2016-7-4 1:00:00,2016-7-4 6:45:00,国内,Y,738,378
KY,2738,2016-7-4 0:50:00,2016-7-4 6:45:00,国内,Y,73G,268
CZ,2739,2016-7-3 22:50:00,2016-7-4 6:45:00,国内,Y,321,362
ZH,2740,2016-7-3 23:45:00,2016-7-4 6:50:00,国内,Y,320,312
CZ,2741,2016-7-3 22:50:00,2016-7-4 6:50:00,国内,Y,E90,140
CA,2742,2016-7-3 18:10:00,2016-7-4 6:50:00,国内,Y,73G,268
HO,2743,2016-7-4 1:15:00,2016-7-4 6:55:00,国内,Y,320,312
JD,2744,2016-7-3 22:45:00,2016-7-4 6:55:00,国内,Y,320,312
CZ,2745,2016-7-3 22:20:00,2016-7-4 6:55:00,国内,Y,319,252
ZH,2746,2016-7-3 23:30:00,2016-7-4 7:00:00,国内,Y,738,378
HU,2747,2016-7-3 23:30:00,2016-7-4 7:00:00,国内,Y,73G,268
CZ,2748,2016-7-3 22:50:00,2016-7-4 7:00:00,国内,Y,320,312
CZ,2749,2016-7-2 23:50:00,2016-7-4 7:00:00,国内,Y,738,378
CA,2750,2016-7-3 23:55:00,2016-7-4 7:05:00,国内,Y,73G,268
CZ,2751,2016-7-3 23:55:00,2016-7-4 7:05:00,国内,Y,319,252
CZ,2752,2016-7-3 23:50:00,2016-7-4 7:05:00,国内,Y,E90,140
CZ,2753,2016-7-3 23:35:00,2016-7-4 7:05:00,国内,Y,738,378
ZH,2754,2016-7-4 0:35:00,2016-7-4 7:10:00,国内,Y,320,312
CZ,2755,2016-7-3 22:35:00,2016-7-4 7:10:00,国内,Y,319,252
HU,2756,2016-7-3 20:10:00,2016-7-4 7:10:00,国内,Y,738,378
CZ,2757,2016-7-4 0:50:00,2016-7-4 7:15:00,国内,Y,321,362
ZH,2758,2016-7-3 22:40:00,2016-7-4 7:15:00,国内,Y,320,312
CZ,2759,2016-7-3 22:30:00,2016-7-4 7:15:00,国内,Y,319,252
CZ,2760,2016-7-4 0:10:00,2016-7-4 7:20:00,国内,Y,319,252
HU,2761,2016-7-4 0:05:00,2016-7-4 7:20:00,国内,Y,738,378
ZH,2762,2016-7-3 23:05:00,2016-7-4 7:20:00,国内,Y,320,312
CA,2763,2016-7-3 17:55:00,2016-7-4 7:20:00,国内,Y,73W,298
CZ,2764,2016-7-3 22:15:00,2016-7-4 7:25:00,国内,Y,320,312
JD,2765,2016-7-3 19:50:00,2016-7-4 7:25:00,国内,Y,320,312
MU,2766,2016-7-3 15:55:00,2016-7-4 7:25:00,国内,Y,738,378
ZH,2767,2016-7-3 15:50:00,2016-7-4 7:25:00,国内,Y,320,312
HU,2768,2016-7-4 0:20:00,2016-7-4 7:30:00,国内,Y,738,378
ZH,2769,2016-7-3 23:50:00,2016-7-4 7:30:00,国内,Y,320,312
FM,2770,2016-7-3 23:40:00,2016-7-4 7:30:00,国内,Y,738,378
CZ,2771,2016-7-3 23:25:00,2016-7-4 7:30:00,国际,Y,73G,268
ZH,2772,2016-7-4 0:55:00,2016-7-4 7:35:00,国内,Y,320,312
JD,2773,2016-7-4 0:35:00,2016-7-4 7:35:00,国内,Y,320,312
CZ,2774,2016-7-3 23:00:00,2016-7-4 7:35:00,国内,Y,738,378
CZ,2775,2016-7-3 22:20:00,2016-7-4 7:35:00,国内,Y,E90,140
HU,2776,2016-7-4 1:05:00,2016-7-4 7:40:00,国内,Y,738,378
CZ,2777,2016-7-3 22:05:00,2016-7-4 7:40:00,国内,Y,73G,268
HU,2778,2016-7-3 21:30:00,2016-7-4 7:40:00,国内,Y,738,378
OQ,2779,2016-7-2 21:00:00,2016-7-4 7:40:00,国内,Y,320,312
MU,2780,2016-7-4 0:30:00,2016-7-4 7:45:00,国内,Y,738,378
CZ,2781,2016-7-3 21:45:00,2016-7-4 7:45:00,国内,Y,738,378
FM,2782,2016-7-3 19:15:00,2016-7-4 7:45:00,国内,Y,738,378
ZH,2783,2016-7-4 1:05:00,2016-7-4 7:50:00,国内,Y,320,312
FM,2784,2016-7-3 18:40:00,2016-7-4 7:50:00,国内,Y,738,378
CA,2785,2016-7-3 12:40:00,2016-7-4 7:50:00,国内,Y,73G,268
HU,2786,2016-7-4 1:15:00,2016-7-4 7:55:00,国内,Y,738,378
HU,2787,2016-7-3 17:00:00,2016-7-4 7:55:00,国内,Y,73G,268
CZ,2788,2016-7-4 5:30:00,2016-7-4 8:00:00,国内,Y,788,500
CZ,2789,2016-7-3 22:55:00,2016-7-4 8:00:00,国内,Y,773,1100
CZ,2790,2016-7-3 22:10:00,2016-7-4 8:00:00,国内,Y,773,1100
CZ,2791,2016-7-3 20:20:00,2016-7-4 8:00:00,国内,Y,320,312
CZ,2792,2016-7-3 22:40:00,2016-7-4 8:05:00,国内,Y,320,312
CA,2793,2016-7-3 21:20:00,2016-7-4 8:05:00,国内,Y,773,1100
MU,2794,2016-7-3 21:15:00,2016-7-4 8:05:00,国内,Y,738,378
CZ,2795,2016-7-3 19:30:00,2016-7-4 8:05:00,国内,Y,738,378
CZ,2796,2016-7-4 6:25:00,2016-7-4 8:10:00,国内,Y,738,378
HU,2797,2016-7-4 0:45:00,2016-7-4 8:10:00,国内,Y,788,500
CZ,2798,2016-7-3 19:35:00,2016-7-4 8:10:00,国内,Y,752,478
CZ,2799,2016-7-4 0:30:00,2016-7-4 8:15:00,国内,Y,320,312
CZ,2800,2016-7-3 23:25:00,2016-7-4 8:15:00,国际,Y,73W,298
CZ,2801,2016-7-3 23:20:00,2016-7-4 8:15:00,国内,Y,320,312
CZ,2802,2016-7-3 18:20:00,2016-7-4 8:15:00,国内,Y,320,312
CZ,2803,2016-7-4 5:25:00,2016-7-4 8:20:00,国际,Y,333,880
CZ,2804,2016-7-3 23:55:00,2016-7-4 8:20:00,国内,Y,320,312
CZ,2805,2016-7-3 22:35:00,2016-7-4 8:20:00,国内,Y,320,312
CZ,2806,2016-7-3 21:00:00,2016-7-4 8:20:00,国内,Y,332,606
CZ,2807,2016-7-3 23:20:00,2016-7-4 8:25:00,国内,Y,738,378
CZ,2808,2016-7-3 22:55:00,2016-7-4 8:25:00,国际,Y,738,378
CZ,2809,2016-7-3 22:45:00,2016-7-4 8:25:00,国内,Y,738,378
CZ,2810,2016-7-3 22:40:00,2016-7-4 8:25:00,国内,Y,320,312
CA,2811,2016-7-4 0:15:00,2016-7-4 8:30:00,国内,Y,319,252
CZ,2812,2016-7-3 21:40:00,2016-7-4 8:30:00,国际,Y,321,362
CZ,2813,2016-7-3 18:15:00,2016-7-4 8:30:00,国内,Y,319,252
CZ,2814,2016-7-4 6:50:00,2016-7-4 8:35:00,国内,Y,73W,298
CZ,2815,2016-7-3 23:45:00,2016-7-4 8:35:00,国际,Y,319,252
CA,2816,2016-7-3 21:25:00,2016-7-4 8:35:00,国内,Y,321,362
CZ,2817,2016-7-3 20:15:00,2016-7-4 8:35:00,国内,Y,E90,140
CZ,2818,2016-7-4 6:00:00,2016-7-4 8:40:00,国内,Y,738,378
CZ,2819,2016-7-4 1:00:00,2016-7-4 8:40:00,国际,Y,332,606
CZ,2820,2016-7-4 0:05:00,2016-7-4 8:40:00,国际,Y,738,378
CZ,2821,2016-7-3 23:40:00,2016-7-4 8:40:00,国际,Y,320,312
CA,2822,2016-7-3 21:05:00,2016-7-4 8:45:00,国内,Y,738,378
CZ,2823,2016-7-4 0:40:00,2016-7-4 8:50:00,国内,Y,320,312
CZ,2824,2016-7-3 22:40:00,2016-7-4 8:50:00,国际,Y,738,378
CZ,2825,2016-7-3 21:25:00,2016-7-4 8:50:00,国内,Y,738,378
ZH,2826,2016-7-3 20:30:00,2016-7-4 8:50:00,国内,Y,738,378
ZH,2827,2016-7-4 7:55:00,2016-7-4 8:55:00,国内,Y,320,312
ZH,2828,2016-7-4 0:05:00,2016-7-4 8:55:00,国内,Y,319,252
CZ,2829,2016-7-4 6:00:00,2016-7-4 9:00:00,国际,Y,333,880
CZ,2830,2016-7-4 5:45:00,2016-7-4 9:00:00,国内,Y,773,1100
CZ,2831,2016-7-4 0:10:00,2016-7-4 9:00:00,国内,Y,320,312
CZ,2832,2016-7-4 6:50:00,2016-7-4 9:05:00,国际,Y,321,362
CZ,2833,2016-7-4 0:15:00,2016-7-4 9:05:00,国内,Y,E90,140
CZ,2834,2016-7-3 23:25:00,2016-7-4 9:05:00,国内,Y,319,252
CA,2835,2016-7-3 21:55:00,2016-7-4 9:05:00,国内,Y,738,378
BK,2836,2016-7-4 0:55:00,2016-7-4 9:10:00,国内,Y,739,378
HU,2837,2016-7-4 0:05:00,2016-7-4 9:10:00,国内,Y,738,378
CZ,2838,2016-7-3 23:00:00,2016-7-4 9:10:00,国内,Y,320,312
NH,2839,2016-7-3 21:45:00,2016-7-4 9:10:00,国际,Y,763,538
CZ,2840,2016-7-3 22:15:00,2016-7-4 9:15:00,国内,Y,320,312
CA,2841,2016-7-3 14:55:00,2016-7-4 9:15:00,国内,Y,738,378
CZ,2842,2016-7-3 10:15:00,2016-7-4 9:15:00,国内,Y,73G,268
ZH,2843,2016-7-4 7:00:00,2016-7-4 9:20:00,国内,Y,320,312
HU,2844,2016-7-3 22:55:00,2016-7-4 9:20:00,国内,Y,73W,298
CZ,2845,2016-7-3 17:20:00,2016-7-4 9:20:00,国内,3,320,312
CZ,2846,2016-7-4 8:20:00,2016-7-4 9:25:00,国内,Y,32V,312
CZ,2847,2016-7-4 8:15:00,2016-7-4 9:25:00,国际,Y,321,362
CZ,2848,2016-7-3 23:35:00,2016-7-4 9:25:00,国内,Y,738,378
ZH,2849,2016-7-3 22:20:00,2016-7-4 9:25:00,国内,Y,73H,238
CZ,2850,2016-7-4 8:30:00,2016-7-4 9:30:00,国内,Y,320,312
HO,2851,2016-7-4 1:20:00,2016-7-4 9:30:00,国内,Y,320,312
MU,2852,2016-7-4 0:40:00,2016-7-4 9:30:00,国内,Y,738,378
CZ,2853,2016-7-3 22:15:00,2016-7-4 9:30:00,国际,Y,788,500
PN,2854,2016-7-4 8:30:00,2016-7-4 9:35:00,国内,Y,32V,312
MF,2855,2016-7-4 8:25:00,2016-7-4 9:40:00,国内,Y,738,378
CZ,2856,2016-7-4 8:50:00,2016-7-4 9:45:00,国内,Y,738,378
CZ,2857,2016-7-3 23:35:00,2016-7-4 9:45:00,国际,Y,E90,140
ZH,2858,2016-7-3 22:00:00,2016-7-4 9:45:00,国内,Y,738,378
HU,2859,2016-7-4 8:15:00,2016-7-4 9:50:00,国内,Y,738,378
AY,2860,2016-7-4 7:30:00,2016-7-4 9:50:00,国际,Y,333,880
ZH,2861,2016-7-3 15:00:00,2016-7-4 9:50:00,国内,Y,738,378
KA,2862,2016-7-4 8:55:00,2016-7-4 9:55:00,国际,Y,333,880
FM,2863,2016-7-3 20:55:00,2016-7-4 9:55:00,国内,Y,763,538
CZ,2864,2016-7-3 20:35:00,2016-7-4 9:55:00,国内,Y,738,378
CZ,2865,2016-7-3 21:55:00,2016-7-4 10:00:00,国内,Y,321,362
CZ,2866,2016-7-3 18:30:00,2016-7-4 10:00:00,国内,Y,788,500
CZ,2867,2016-7-3 20:45:00,2016-7-4 10:05:00,国内,Y,738,378
HU,2868,2016-7-4 9:15:00,2016-7-4 10:10:00,国内,Y,73H,238
CZ,2869,2016-7-4 9:05:00,2016-7-4 10:10:00,国内,Y,321,362
CZ,2870,2016-7-4 1:50:00,2016-7-4 10:10:00,国内,Y,738,378
CZ,2871,2016-7-3 19:25:00,2016-7-4 10:10:00,国内,Y,320,312
3U,2872,2016-7-4 9:10:00,2016-7-4 10:15:00,国内,Y,321,362
CZ,2873,2016-7-4 9:10:00,2016-7-4 10:15:00,国内,Y,738,378
HU,2874,2016-7-3 23:15:00,2016-7-4 10:15:00,国内,Y,738,378
AK,2875,2016-7-4 9:35:00,2016-7-4 10:20:00,国际,Y,320,312
CZ,2876,2016-7-4 9:35:00,2016-7-4 10:20:00,国内,3,E90,140
CZ,2877,2016-7-4 9:15:00,2016-7-4 10:20:00,国内,Y,738,378
CZ,2878,2016-7-3 19:00:00,2016-7-4 10:20:00,国内,Y,333,880
3U,2879,2016-7-4 9:20:00,2016-7-4 10:25:00,国内,Y,320,312
CZ,2880,2016-7-4 0:25:00,2016-7-4 10:25:00,国内,Y,320,312
MU,2881,2016-7-4 9:25:00,2016-7-4 10:30:00,国内,Y,321,362
CZ,2882,2016-7-4 9:45:00,2016-7-4 10:35:00,国内,Y,320,312
CZ,2883,2016-7-4 9:35:00,2016-7-4 10:35:00,国内,Y,738,378
CZ,2884,2016-7-4 9:30:00,2016-7-4 10:35:00,国际,Y,319,252
TR,2885,2016-7-4 9:55:00,2016-7-4 10:40:00,国际,Y,320,312
9C,2886,2016-7-4 9:40:00,2016-7-4 10:40:00,国内,Y,32V,312
CA,2887,2016-7-4 9:30:00,2016-7-4 10:40:00,国内,Y,321,362
CZ,2888,2016-7-4 8:55:00,2016-7-4 10:40:00,国内,Y,320,312
OQ,2889,2016-7-4 9:55:00,2016-7-4 10:45:00,国内,Y,320,312
EU,2890,2016-7-4 9:40:00,2016-7-4 10:45:00,国内,Y,32V,312
CZ,2891,2016-7-4 9:40:00,2016-7-4 10:45:00,国内,Y,738,378
ZH,2892,2016-7-4 1:10:00,2016-7-4 10:45:00,国内,Y,738,378
MU,2893,2016-7-4 9:50:00,2016-7-4 10:50:00,国内,Y,320,312
HU,2894,2016-7-4 9:50:00,2016-7-4 10:50:00,国内,3,738,378
ZH,2895,2016-7-4 9:45:00,2016-7-4 10:50:00,国内,Y,738,378
ZH,2896,2016-7-3 22:00:00,2016-7-4 10:50:00,国内,3,320,312
MU,2897,2016-7-4 10:00:00,2016-7-4 10:55:00,国内,Y,320,312
CA,2898,2016-7-4 10:00:00,2016-7-4 10:55:00,国内,Y,73G,268
MF,2899,2016-7-4 9:50:00,2016-7-4 10:55:00,国内,Y,73G,268
CZ,2900,2016-7-4 6:40:00,2016-7-4 11:00:00,国内,Y,332,606
CZ,2901,2016-7-3 22:00:00,2016-7-4 11:00:00,国际,Y,321,362
CZ,2902,2016-7-3 7:30:00,2016-7-4 11:00:00,国际,O,320,312
SU,2903,2016-7-4 9:40:00,2016-7-4 11:10:00,国际,Y,333,880
CZ,2904,2016-7-4 10:15:00,2016-7-4 11:15:00,国内,Y,738,378
MF,2905,2016-7-4 10:10:00,2016-7-4 11:15:00,国内,Y,738,378
MU,2906,2016-7-4 10:10:00,2016-7-4 11:15:00,国内,Y,73H,238
HU,2907,2016-7-4 10:10:00,2016-7-4 11:15:00,国内,Y,738,378
MU,2908,2016-7-4 10:20:00,2016-7-4 11:20:00,国内,Y,32V,312
CZ,2909,2016-7-4 10:20:00,2016-7-4 11:20:00,国内,Y,320,312
MU,2910,2016-7-4 10:15:00,2016-7-4 11:20:00,国内,Y,320,312
HU,2911,2016-7-4 9:35:00,2016-7-4 11:20:00,国内,Y,738,378
CZ,2912,2016-7-4 10:35:00,2016-7-4 11:25:00,国内,Y,320,312
MU,2913,2016-7-4 10:20:00,2016-7-4 11:25:00,国内,Y,738,378
CZ,2914,2016-7-4 10:00:00,2016-7-4 11:25:00,国内,Y,738,378
CZ,2915,2016-7-3 23:50:00,2016-7-4 11:25:00,国际,Y,320,312
CA,2916,2016-7-4 10:20:00,2016-7-4 11:30:00,国内,Y,320,312
FM,2917,2016-7-4 9:50:00,2016-7-4 11:30:00,国内,Y,333,880
CZ,2918,2016-7-3 18:10:00,2016-7-4 11:30:00,国际,Y,333,880
ZH,2919,2016-7-4 8:30:00,2016-7-4 11:35:00,国内,Y,320,312
CZ,2920,2016-7-4 10:25:00,2016-7-4 11:40:00,国内,Y,738,378
CZ,2921,2016-7-4 10:45:00,2016-7-4 11:45:00,国内,Y,321,362
HU,2922,2016-7-4 10:40:00,2016-7-4 11:45:00,国内,Y,73H,238
OQ,2923,2016-7-4 10:50:00,2016-7-4 11:50:00,国内,Y,320,312
CZ,2924,2016-7-4 10:25:00,2016-7-4 11:50:00,国内,Y,321,362
CZ,2925,2016-7-4 0:15:00,2016-7-4 11:50:00,国内,Y,321,362
CZ,2926,2016-7-3 19:40:00,2016-7-4 11:50:00,国内,Y,319,252
CZ,2927,2016-7-4 10:45:00,2016-7-4 11:55:00,国内,Y,738,378
CA,2928,2016-7-4 10:45:00,2016-7-4 11:55:00,国内,Y,738,378
MU,2929,2016-7-4 10:40:00,2016-7-4 11:55:00,国内,Y,333,880
CZ,2930,2016-7-4 11:20:00,2016-7-4 12:00:00,国内,Y,319,252
CZ,2931,2016-7-4 11:10:00,2016-7-4 12:00:00,国际,Y,773,1100
SC,2932,2016-7-4 11:05:00,2016-7-4 12:00:00,国内,Y,738,378
CZ,2933,2016-7-4 6:00:00,2016-7-4 12:00:00,国内,3,788,500
CZ,2934,2016-7-2 17:10:00,2016-7-4 12:00:00,国内,Y,788,500
MU,2935,2016-7-4 10:55:00,2016-7-4 12:05:00,国内,Y,738,378
ZH,2936,2016-7-4 10:50:00,2016-7-4 12:10:00,国内,Y,320,312
MU,2937,2016-7-4 10:50:00,2016-7-4 12:10:00,国内,3,321,362
SC,2938,2016-7-4 10:45:00,2016-7-4 12:10:00,国内,Y,738,378
NS,2939,2016-7-4 11:05:00,2016-7-4 12:15:00,国内,Y,738,378
CZ,2940,2016-7-3 18:20:00,2016-7-4 12:15:00,国内,Y,332,606
CZ,2941,2016-7-4 11:35:00,2016-7-4 12:20:00,国内,Y,E90,140
OZ,2942,2016-7-4 11:10:00,2016-7-4 12:20:00,国际,Y,333,880
CZ,2943,2016-7-3 22:05:00,2016-7-4 12:20:00,国内,Y,320,312
CZ,2944,2016-7-4 11:30:00,2016-7-4 12:25:00,国内,Y,320,312
MF,2945,2016-7-4 11:15:00,2016-7-4 12:25:00,国内,Y,738,378
CA,2946,2016-7-4 10:55:00,2016-7-4 12:30:00,国内,Y,321,362
FM,2947,2016-7-4 10:55:00,2016-7-4 12:30:00,国内,Y,738,378
CZ,2948,2016-7-4 11:45:00,2016-7-4 12:35:00,国内,Y,738,378
CZ,2949,2016-7-4 11:40:00,2016-7-4 12:35:00,国际,Y,321,362
CA,2950,2016-7-4 11:40:00,2016-7-4 12:35:00,国内,Y,73G,268
FM,2951,2016-7-4 11:25:00,2016-7-4 12:35:00,国内,Y,738,378
KE,2952,2016-7-4 11:30:00,2016-7-4 12:40:00,国际,Y,333,880
CZ,2953,2016-7-4 11:20:00,2016-7-4 12:40:00,国际,Y,738,378
CA,2954,2016-7-4 11:55:00,2016-7-4 12:45:00,国内,Y,73G,268
CZ,2955,2016-7-4 11:40:00,2016-7-4 12:45:00,国际,Y,321,362
CZ,2956,2016-7-4 11:35:00,2016-7-4 12:45:00,国内,Y,320,312
CZ,2957,2016-7-4 10:40:00,2016-7-4 12:45:00,国内,Y,738,378
SC,2958,2016-7-4 11:25:00,2016-7-4 12:50:00,国内,Y,738,378
CZ,2959,2016-7-4 11:20:00,2016-7-4 12:50:00,国内,Y,319,252
CZ,2960,2016-7-3 23:45:00,2016-7-4 12:50:00,国内,Y,738,378
HU,2961,2016-7-4 11:50:00,2016-7-4 12:55:00,国内,Y,333,880
CZ,2962,2016-7-4 11:35:00,2016-7-4 12:55:00,国内,Y,320,312
CZ,2963,2016-7-4 11:30:00,2016-7-4 12:55:00,国际,Y,73W,298
CZ,2964,2016-7-4 11:55:00,2016-7-4 13:00:00,国内,Y,333,880
ZH,2965,2016-7-4 9:55:00,2016-7-4 13:00:00,国内,Y,738,378
CZ,2966,2016-7-4 0:20:00,2016-7-4 13:00:00,国内,Y,321,362
ZH,2967,2016-7-4 11:50:00,2016-7-4 13:05:00,国内,Y,320,312
CZ,2968,2016-7-4 11:40:00,2016-7-4 13:05:00,国内,Y,738,378
MU,2969,2016-7-4 12:05:00,2016-7-4 13:10:00,国内,Y,320,312
BR,2970,2016-7-4 11:55:00,2016-7-4 13:10:00,国际,Y,332,606
MF,2971,2016-7-4 12:10:00,2016-7-4 13:15:00,国内,Y,738,378
ZH,2972,2016-7-4 11:50:00,2016-7-4 13:15:00,国内,Y,738,378
CZ,2973,2016-7-4 10:40:00,2016-7-4 13:15:00,国内,Y,738,378
CZ,2974,2016-7-4 12:10:00,2016-7-4 13:20:00,国内,3,320,312
3U,2975,2016-7-4 12:05:00,2016-7-4 13:20:00,国内,Y,320,312
CZ,2976,2016-7-4 11:50:00,2016-7-4 13:20:00,国内,Y,321,362
CZ,2977,2016-7-4 9:45:00,2016-7-4 13:20:00,国内,Y,738,378
MU,2978,2016-7-4 12:25:00,2016-7-4 13:25:00,国内,Y,319,252
SQ,2979,2016-7-4 12:20:00,2016-7-4 13:25:00,国际,Y,333,880
CZ,2980,2016-7-4 12:05:00,2016-7-4 13:25:00,国内,Y,320,312
CA,2981,2016-7-4 12:25:00,2016-7-4 13:30:00,国内,Y,333,880
FM,2982,2016-7-4 11:55:00,2016-7-4 13:30:00,国内,Y,738,378
CA,2983,2016-7-4 11:45:00,2016-7-4 13:30:00,国内,Y,321,362
CZ,2984,2016-7-4 12:55:00,2016-7-4 13:35:00,国内,Y,319,252
CZ,2985,2016-7-4 12:25:00,2016-7-4 13:35:00,国内,Y,738,378
CZ,2986,2016-7-4 12:30:00,2016-7-4 13:40:00,国内,Y,738,378
CZ,2987,2016-7-4 12:15:00,2016-7-4 13:40:00,国际,Y,319,252
ZH,2988,2016-7-4 11:35:00,2016-7-4 13:40:00,国内,Y,738,378
JD,2989,2016-7-4 12:40:00,2016-7-4 13:45:00,国内,Y,320,312
K6,2990,2016-7-4 12:35:00,2016-7-4 13:45:00,国际,Y,321,362
CZ,2991,2016-7-4 12:45:00,2016-7-4 13:50:00,国内,Y,738,378
FM,2992,2016-7-4 12:40:00,2016-7-4 13:50:00,国内,Y,738,378
CZ,2993,2016-7-4 11:20:00,2016-7-4 13:50:00,国际,Y,738,378
CA,2994,2016-7-4 12:55:00,2016-7-4 13:55:00,国内,Y,73G,268
CZ,2995,2016-7-4 12:20:00,2016-7-4 13:55:00,国内,Y,321,362
CZ,2996,2016-7-4 11:45:00,2016-7-4 13:55:00,国内,Y,321,362
CZ,2997,2016-7-4 11:45:00,2016-7-4 14:00:00,混合,Y,320,312
CZ,2998,2016-7-4 10:50:00,2016-7-4 14:00:00,国内,Y,332,606
MU,2999,2016-7-4 13:00:00,2016-7-4 14:05:00,国内,Y,738,378
CZ,3000,2016-7-4 12:30:00,2016-7-4 14:05:00,国际,Y,E90,140
ZH,3001,2016-7-4 10:55:00,2016-7-4 14:05:00,国内,Y,320,312
CZ,3002,2016-7-4 13:05:00,2016-7-4 14:10:00,国内,Y,320,312
ZH,3003,2016-7-4 12:50:00,2016-7-4 14:10:00,国内,Y,320,312
MU,3004,2016-7-4 11:25:00,2016-7-4 14:10:00,国内,Y,738,378
NH,3005,2016-7-4 13:05:00,2016-7-4 14:15:00,国际,Y,763,538
CZ,3006,2016-7-4 13:00:00,2016-7-4 14:15:00,国际,Y,73G,268
CZ,3007,2016-7-4 12:45:00,2016-7-4 14:15:00,国际,Y,333,880
CZ,3008,2016-7-3 22:50:00,2016-7-4 14:20:00,国内,Y,319,252
CZ,3009,2016-7-4 13:15:00,2016-7-4 14:25:00,国内,Y,738,378
CZ,3010,2016-7-4 6:50:00,2016-7-4 14:25:00,国内,Y,332,606
MU,3011,2016-7-4 13:25:00,2016-7-4 14:30:00,国内,Y,73G,268
JL,3012,2016-7-4 12:30:00,2016-7-4 14:30:00,国际,Y,763,538
CZ,3013,2016-7-4 6:00:00,2016-7-4 14:30:00,国际,Y,332,606
CZ,3014,2016-7-4 13:45:00,2016-7-4 14:40:00,国际,Y,319,252
MH,3015,2016-7-4 13:35:00,2016-7-4 14:40:00,国际,Y,738,378
GJ,3016,2016-7-4 13:35:00,2016-7-4 14:40:00,国内,Y,320,312
CZ,3017,2016-7-4 13:30:00,2016-7-4 14:45:00,国内,Y,738,378
HU,3018,2016-7-4 12:35:00,2016-7-4 14:45:00,国内,Y,738,378
CZ,3019,2016-7-4 13:45:00,2016-7-4 14:50:00,国内,Y,73G,268
ZH,3020,2016-7-4 13:40:00,2016-7-4 14:50:00,国内,Y,738,378
CZ,3021,2016-7-4 13:45:00,2016-7-4 14:55:00,国际,Y,738,378
HU,3022,2016-7-4 13:40:00,2016-7-4 14:55:00,国内,Y,738,378
CZ,3023,2016-7-4 13:25:00,2016-7-4 14:55:00,国内,Y,320,312
CZ,3024,2016-7-4 12:45:00,2016-7-4 14:55:00,国内,Y,320,312
OQ,3025,2016-7-4 14:00:00,2016-7-4 15:00:00,国内,Y,320,312
CZ,3026,2016-7-4 12:55:00,2016-7-4 15:00:00,国内,Y,333,880
CZ,3027,2016-7-4 13:55:00,2016-7-4 15:05:00,国内,Y,738,378
CZ,3028,2016-7-4 13:40:00,2016-7-4 15:05:00,国内,Y,E90,140
CZ,3029,2016-7-4 13:05:00,2016-7-4 15:05:00,国际,D,320,312
CZ,3030,2016-7-4 13:40:00,2016-7-4 15:10:00,国内,Y,738,378
VN,3031,2016-7-4 14:10:00,2016-7-4 15:15:00,国际,Y,321,362
CZ,3032,2016-7-4 13:50:00,2016-7-4 15:15:00,国内,Y,73G,268
CZ,3033,2016-7-3 9:35:00,2016-7-4 15:15:00,国内,Y,E90,140
KN,3034,2016-7-4 14:00:00,2016-7-4 15:20:00,国内,Y,73H,238
GS,3035,2016-7-4 14:20:00,2016-7-4 15:25:00,国内,Y,32V,312
CA,3036,2016-7-4 14:20:00,2016-7-4 15:25:00,国内,Y,320,312
CZ,3037,2016-7-4 14:20:00,2016-7-4 15:25:00,国内,Y,319,252
